Date,Australia,Brazil,Canada,Germany,France,Hongkong,Japan,Malaysia,US,India,Close
2014-11-10,3.314,12.65,2.06,0.81,1.181,1.86,0.467,4.1,2.38,8.18,8410.219727
2014-11-12,3.374,12.9,2.05,0.81,1.163,1.93,0.531,4.1,2.37,8.16,8410.290039
2014-11-13,3.38,12.96,2.04,0.81,1.162,1.94,0.507,4.11,2.35,8.22,8305.080078
2014-11-14,3.37,12.95,2.03,0.79,1.146,1.91,0.486,4.11,2.32,8.22,8326.900391
2014-11-17,3.296,13.0,2.02,0.78,1.153,1.87,0.481,4.11,2.34,8.18,8283.799805
2014-11-18,3.321,12.94,1.99,0.8,1.139,1.9,0.512,4.11,2.32,8.15,8196.589844
2014-11-19,3.309,12.78,2.03,0.82,1.187,1.89,0.484,4.12,2.36,8.16,8225.070313
2014-11-20,3.309,12.75,2.02,0.81,1.148,1.91,0.48,4.14,2.34,8.16,8205.379883
2014-11-21,3.298,12.41,2.0,0.77,1.112,1.91,0.471,4.14,2.31,8.17,8332.299805
2014-11-25,3.234,12.06,1.94,0.76,1.083,1.86,0.461,4.13,2.27,8.16,8693.429688
2014-11-26,3.166,11.96,1.93,0.74,1.064,1.81,0.447,4.11,2.24,8.14,8763.780273
2014-11-28,3.066,11.83,1.85,0.7,0.971,1.77,0.431,4.12,2.18,8.09,9002.230469
2014-12-01,3.036,11.87,1.89,0.7,0.98,1.73,0.436,4.12,2.22,8.06,9095.759766
2014-12-02,3.151,12.02,1.95,0.74,1.02,1.79,0.445,4.12,2.28,7.97,9366.950195
2014-12-03,3.143,12.01,1.95,0.74,1.021,1.84,0.426,4.12,2.29,7.97,9643.919922
2014-12-04,3.113,12.04,1.91,0.76,1.031,1.84,0.427,4.13,2.25,7.97,10029.830078
2014-12-05,3.084,12.11,1.96,0.77,1.03,1.82,0.417,4.18,2.31,7.94,10067.280273
2014-12-08,3.131,12.21,1.89,0.75,0.985,1.93,0.433,4.26,2.26,7.92,10554.570313
2014-12-09,3.073,12.28,1.88,0.71,0.965,1.87,0.414,4.29,2.22,7.9,10116.490234
2014-12-10,2.972,12.51,1.82,0.69,0.966,1.84,0.405,4.29,2.18,7.91,10545.519531
2014-12-11,2.903,12.59,1.83,0.67,0.938,1.8,0.405,4.29,2.19,7.87,10478.879883
2014-12-12,2.938,12.64,1.76,0.64,0.903,1.82,0.395,4.35,2.1,7.83,10462.30957
2014-12-15,2.932,12.7,1.78,0.64,0.907,1.77,0.376,4.37,2.12,7.83,10504.230469
2014-12-16,2.902,12.79,1.74,0.61,0.866,1.79,0.356,4.38,2.07,7.99,10668.620117
2014-12-17,2.821,12.84,1.81,0.6,0.863,1.78,0.357,4.37,2.14,7.97,10786.719727
2014-12-18,2.889,12.63,1.86,0.59,0.903,1.83,0.348,4.37,2.22,7.93,10665.179688
2014-12-19,2.983,12.57,1.82,0.61,0.894,1.91,0.353,4.37,2.17,7.96,10627.110352
2014-12-22,2.9,12.55,1.8,0.59,0.884,1.88,0.338,4.37,2.17,7.95,10608.519531
2014-12-30,2.803,12.43,1.81,0.56,0.828,1.94,0.325,4.28,2.2,7.87,10722.259766
2015-01-05,2.735,12.28,1.69,0.51,0.786,1.89,0.326,4.3,2.04,7.89,11520.589844
2015-01-06,2.689,12.25,1.64,0.49,0.744,1.78,0.289,4.33,1.97,7.9,11667.969727
2015-01-07,2.66,12.38,1.65,0.46,0.78,1.71,0.299,4.39,1.96,7.86,11613.360352
2015-01-08,2.711,12.34,1.71,0.49,0.795,1.73,0.284,4.39,2.03,7.86,11465.139648
2015-01-09,2.702,12.19,1.66,0.5,0.791,1.72,0.279,4.35,1.98,7.84,11324.759766
2015-01-13,2.595,12.26,1.6,0.46,0.732,1.56,0.265,4.31,1.91,7.77,11355.80957
2015-01-14,2.552,12.24,1.57,0.52,0.661,1.54,0.256,4.3,1.86,7.77,11237.780273
2015-01-15,2.657,12.16,1.48,0.49,0.669,1.57,0.25,4.28,1.77,7.69,11483.679688
2015-01-16,2.543,12.03,1.53,0.45,0.638,1.43,0.241,4.23,1.83,7.71,11532.799805
2015-01-20,2.65,11.88,1.49,0.44,0.649,1.47,0.221,4.24,1.82,7.72,10996.480469
2015-01-21,2.58,11.77,1.42,0.49,0.699,1.46,0.251,4.26,1.87,7.69,11372.179688
2015-01-22,2.587,11.92,1.42,0.55,0.622,1.56,0.321,4.24,1.9,7.71,11471.209961
2015-01-23,2.619,11.74,1.45,0.39,0.545,1.5,0.244,4.2,1.81,7.7,11436.290039
2015-01-27,2.549,11.78,1.42,0.39,0.58,1.49,0.269,4.16,1.83,7.7,11551.870117
2015-01-28,2.589,11.81,1.35,0.38,0.575,1.5,0.293,4.13,1.73,7.71,11354.200195
2015-01-29,2.468,11.85,1.37,0.35,0.593,1.43,0.293,4.12,1.77,7.71,11249.040039
2015-01-30,2.427,11.97,1.26,0.35,0.547,1.39,0.288,4.11,1.68,7.69,11150.69043
2015-02-04,2.452,12.21,1.28,0.34,0.593,1.4,0.382,4.08,1.81,7.72,11116.549805
2015-02-05,2.387,12.36,1.35,0.35,0.592,1.37,0.362,4.05,1.83,7.7,11065.580078
2015-02-06,2.438,12.48,1.44,0.35,0.616,1.41,0.343,4.05,1.95,7.7,10791.099609
2015-02-09,2.533,12.61,1.41,0.33,0.611,1.51,0.362,4.05,1.96,7.73,10868.139648
2015-02-10,2.537,12.69,1.43,0.36,0.647,1.55,0.397,4.05,2.01,7.73,11136.620117
2015-02-12,2.521,12.58,1.39,0.36,0.591,1.56,0.398,4.09,1.99,7.74,11302.730469
2015-02-13,2.488,12.59,1.43,0.35,0.594,1.57,0.423,4.09,2.02,7.7,11443.049805
2015-02-25,2.483,12.72,1.32,0.34,0.553,1.56,0.347,4.08,1.96,7.71,11539.700195
2015-02-26,2.407,12.65,1.36,0.29,0.516,1.52,0.348,4.07,2.03,7.74,11750.780273
2015-02-27,2.447,12.43,1.3,0.33,0.535,1.58,0.349,4.07,2.0,7.72,11757.679688
2015-03-02,2.483,12.46,1.38,0.33,0.573,1.57,0.354,4.08,2.08,7.74,11884.019531
2015-03-03,2.538,12.57,1.43,0.35,0.606,1.63,0.395,4.09,2.12,7.75,11526.219727
2015-03-04,2.625,12.77,1.5,0.37,0.615,1.68,0.4,4.09,2.12,7.69,11655.080078
2015-03-05,2.615,12.85,1.52,0.39,0.596,1.67,0.395,4.08,2.11,7.71,11566.389648
2015-03-09,2.726,13.35,1.58,0.35,0.538,1.76,0.422,4.1,2.2,7.74,11533.230469
2015-03-10,2.665,13.22,1.54,0.29,0.466,1.72,0.462,4.1,2.14,7.75,11556.650391
2015-03-11,2.58,13.21,1.49,0.23,0.42,1.65,0.413,4.12,2.11,7.76,11525.089844
2015-03-12,2.503,13.37,1.49,0.2,0.439,1.66,0.374,4.11,2.1,7.72,11635.589844
2015-03-16,2.471,13.41,1.44,0.28,0.459,1.66,0.414,4.11,2.1,7.8,12017.769531
2015-03-17,2.463,13.14,1.41,0.27,0.48,1.64,0.41,4.1,2.06,7.78,12169.519531
2015-03-18,2.445,13.01,1.33,0.26,0.472,1.62,0.361,4.1,1.93,7.79,12496.240234
2015-03-19,2.341,13.3,1.32,0.18,0.453,1.49,0.322,4.09,1.98,7.76,12429.110352
2015-03-20,2.376,13.18,1.3,0.19,0.442,1.51,0.322,4.09,1.93,7.75,12544.450195
2015-03-23,2.381,13.13,1.3,0.17,0.488,1.47,0.307,4.09,1.92,7.76,12780.320313
2015-03-24,2.364,13.12,1.3,0.21,0.51,1.45,0.307,4.09,1.88,7.75,12801.200195
2015-03-25,2.317,13.07,1.33,0.22,0.502,1.41,0.328,4.09,1.93,7.77,12757.099609
2015-03-26,2.321,13.22,1.43,0.21,0.501,1.45,0.328,4.09,2.01,7.8,12712.980469
2015-03-27,2.4,13.23,1.37,0.23,0.503,1.52,0.373,4.09,1.95,7.78,12874.419922
2015-03-30,2.353,13.12,1.37,0.19,0.516,1.5,0.368,4.09,1.96,7.76,13193.320313
2015-03-31,2.313,13.06,1.36,0.21,0.478,1.5,0.398,4.08,1.94,7.74,13160.660156
2015-04-07,2.345,12.76,1.34,0.19,0.472,1.43,0.36,4.01,1.89,7.79,13768.730469
2015-04-08,2.326,12.58,1.33,0.17,0.452,1.43,0.36,4.0,1.92,7.79,13841.719727
2015-04-09,2.343,12.65,1.37,0.16,0.446,1.43,0.361,4.0,1.97,7.77,13796.730469
2015-04-10,2.363,12.54,1.37,0.16,0.438,1.5,0.341,4.0,1.96,7.8,14013.339844
2015-04-13,2.338,12.64,1.36,0.16,0.438,1.49,0.342,4.0,1.94,7.8,14149.509766
2015-04-15,2.279,12.51,1.34,0.13,0.358,1.41,0.328,4.0,1.91,7.78,13646.610352
2015-04-16,2.364,12.59,1.37,0.08,0.352,1.42,0.332,4.0,1.9,7.8,13967.799805
2015-04-17,2.349,12.61,1.41,0.07,0.371,1.41,0.307,4.0,1.87,7.79,14149.339844
2015-04-20,2.394,12.66,1.42,0.07,0.365,1.42,0.313,4.0,1.9,7.79,13871.599609
2015-04-22,2.434,12.6,1.5,0.09,0.412,1.44,0.309,3.98,1.99,7.75,14749.129883
2015-04-23,2.52,12.6,1.48,0.15,0.412,1.47,0.319,3.98,1.96,7.76,14743.219727
2015-04-24,2.53,12.67,1.43,0.18,0.422,1.45,0.294,3.98,1.93,7.79,14598.700195
2015-04-27,2.499,12.64,1.45,0.14,0.423,1.41,0.31,3.98,1.94,7.78,14809.419922
2015-04-28,2.555,12.68,1.55,0.15,0.42,1.43,0.306,3.98,2.0,7.76,14707.25
2015-04-30,2.648,12.8,1.59,0.33,0.633,1.54,0.336,3.98,2.05,7.86,14818.639648
2015-05-07,2.989,12.92,1.74,0.76,0.904,1.77,0.44,4.0,2.18,7.99,14114.730469
2015-05-08,2.843,12.69,1.7,0.58,0.835,1.7,0.421,4.0,2.16,7.98,14481.25
2015-05-11,2.856,12.78,1.81,0.59,0.893,1.69,0.402,3.99,2.28,7.89,14944.879883
2015-05-12,3.045,12.8,1.8,0.69,0.974,1.84,0.461,4.0,2.28,7.95,15066.290039
2015-05-13,2.956,12.74,1.82,0.65,0.992,1.76,0.466,4.0,2.27,7.96,15173.089844
2015-05-14,2.999,12.59,1.8,0.73,0.984,1.78,0.457,4.0,2.23,7.94,15024.469727
2015-05-15,2.899,12.46,1.71,0.65,0.914,1.74,0.402,4.0,2.14,7.95,14694.950195
2015-05-19,2.947,12.55,1.83,0.57,0.889,1.74,0.393,4.0,2.27,7.86,15127.379883
2015-05-20,2.972,12.42,1.8,0.59,0.911,1.77,0.403,4.0,2.26,7.86,15337.080078
2015-05-21,2.945,12.38,1.75,0.62,0.919,1.74,0.418,4.0,2.19,7.88,15872.530273
2015-05-22,2.92,12.35,1.77,0.59,0.896,1.69,0.423,4.0,2.21,7.86,16045.799805
2015-05-26,2.921,12.25,1.7,0.56,0.86,1.71,0.431,4.0,2.14,7.89,16903.470703
2015-05-27,2.842,12.39,1.67,0.52,0.849,1.67,0.4,4.0,2.14,7.87,16963.519531
2015-05-28,2.783,12.28,1.66,0.54,0.848,1.63,0.411,4.0,2.13,7.85,15912.950195
2015-05-29,2.734,12.26,1.62,0.51,0.798,1.62,0.406,4.01,2.12,7.82,16100.450195
2015-06-01,2.714,12.31,1.63,0.49,0.849,1.66,0.412,4.02,2.19,7.82,16917.529297
2015-06-02,2.747,12.39,1.71,0.61,1.009,1.72,0.429,4.02,2.27,7.93,17485.580078
2015-06-03,2.899,12.46,1.79,0.71,1.172,1.78,0.455,4.03,2.38,7.95,17538.5
2015-06-05,3.045,12.56,1.82,0.87,1.168,1.83,0.475,4.09,2.41,7.98,17649.089844
2015-06-10,3.058,12.69,1.9,1.01,1.327,1.96,0.491,4.18,2.5,7.83,17677.570313
2015-06-11,3.159,12.71,1.81,0.99,1.231,1.97,0.524,4.19,2.39,7.88,17889.689453
2015-06-12,3.024,12.6,1.8,0.91,1.229,1.87,0.497,4.19,2.39,7.89,18098.269531
2015-06-15,3.017,12.78,1.77,0.82,1.27,1.85,0.498,4.19,2.36,7.86,17702.550781
2015-06-16,3.016,12.74,1.74,0.78,1.24,1.84,0.493,4.19,2.32,7.88,17075.929688
2015-06-17,3.002,12.67,1.75,0.8,1.238,1.82,0.473,4.13,2.32,7.85,17405.570313
2015-06-18,2.86,12.58,1.79,0.74,1.198,1.79,0.434,4.1,2.35,7.76,16734.839844
2015-06-19,2.893,12.62,1.71,0.77,1.164,1.81,0.415,4.1,2.26,7.71,15725.469727
2015-06-23,3.074,12.54,1.83,0.87,1.227,1.87,0.465,4.09,2.42,7.75,16045.990234
2015-06-24,3.059,12.55,1.77,0.86,1.221,1.89,0.455,4.09,2.38,7.8,16312.30957
2015-06-25,3.07,12.71,1.82,0.85,1.242,1.89,0.47,4.09,2.4,7.82,15692.44043
2015-06-26,3.067,12.59,1.87,0.86,1.293,1.86,0.47,4.09,2.49,7.82,14398.790039
2015-06-29,2.966,12.65,1.74,0.79,1.237,1.81,0.437,4.1,2.33,7.89,13566.269531
2015-06-30,3.019,12.63,1.68,0.78,1.196,1.81,0.451,4.1,2.35,7.86,14337.969727
2015-07-02,3.122,12.52,1.74,0.87,1.308,1.9,0.511,4.03,2.4,7.81,12924.19043
2015-07-06,2.945,12.63,1.64,0.74,1.247,1.8,0.462,4.08,2.3,7.75,12075.769531
2015-07-07,2.918,12.61,1.57,0.72,1.129,1.84,0.453,4.09,2.27,7.78,11375.599609
2015-07-08,2.761,12.66,1.52,0.64,1.132,1.81,0.415,4.13,2.22,7.78,11040.889648
2015-07-09,2.822,12.64,1.59,0.68,1.167,1.76,0.448,4.14,2.32,7.79,11510.339844
2015-07-10,2.956,12.62,1.68,0.81,1.277,1.88,0.434,4.12,2.42,7.8,12038.150391
2015-07-13,3.012,12.61,1.68,0.92,1.246,1.94,0.445,4.12,2.44,7.87,12614.160156
2015-07-14,3.037,12.59,1.65,0.85,1.222,1.94,0.46,4.12,2.41,7.82,12728.509766
2015-07-15,3.049,12.63,1.59,0.88,1.139,1.89,0.454,4.12,2.36,7.84,12132.419922
2015-07-16,2.989,12.6,1.56,0.84,1.144,1.88,0.445,4.12,2.36,7.85,12357.610352
2015-07-21,2.952,12.35,1.57,0.75,1.086,1.92,0.423,4.07,2.35,7.84,13315.55957
2015-07-22,2.914,12.47,1.54,0.78,1.052,1.92,0.416,4.05,2.33,7.83,13416.540039
2015-07-23,2.874,13.06,1.5,0.74,1.033,1.92,0.417,4.05,2.28,7.8,13754.530273
2015-07-24,2.835,13.11,1.48,0.72,0.979,1.92,0.412,4.06,2.27,7.83,13518.519531
2015-07-27,2.771,13.08,1.45,0.68,0.978,1.77,0.414,4.06,2.23,7.83,12493.049805
2015-07-28,2.78,13.1,1.5,0.73,0.976,1.75,0.408,4.08,2.26,7.81,12316.780273
2015-07-29,2.814,13.17,1.52,0.7,1.007,1.77,0.409,4.09,2.29,7.81,12823.070313
2015-07-30,2.863,13.01,1.49,0.7,0.939,1.83,0.419,4.12,2.28,7.82,12395.919922
2015-07-31,2.779,12.98,1.44,0.67,0.942,1.8,0.414,4.15,2.2,7.81,12374.25
2015-08-04,2.754,13.19,1.42,0.62,0.955,1.7,0.395,4.15,2.23,7.84,12711.55957
2015-08-05,2.825,13.36,1.46,0.67,1.064,1.78,0.406,4.16,2.28,7.84,12524.69043
2015-08-06,2.845,13.76,1.44,0.73,1.011,1.81,0.43,4.16,2.23,7.81,12421.849609
2015-08-07,2.865,13.82,1.42,0.72,0.964,1.76,0.425,4.2,2.18,7.81,12753.049805
2015-08-10,2.799,13.71,1.47,0.67,1.006,1.73,0.411,4.2,2.24,7.79,13302.959961
2015-08-11,2.799,13.68,1.39,0.67,0.927,1.75,0.407,4.23,2.15,7.8,13323.089844
2015-08-12,2.686,13.48,1.39,0.61,0.92,1.69,0.367,4.28,2.14,7.8,13117.099609
2015-08-13,2.76,13.53,1.4,0.62,0.951,1.74,0.388,4.28,2.19,7.74,13395.179688
2015-08-19,2.763,13.75,1.31,0.64,0.975,1.75,0.384,4.4,2.12,7.74,12960.660156
2015-08-20,2.69,13.81,1.29,0.6,0.944,1.71,0.369,4.39,2.09,7.75,12584.580078
2015-08-21,2.61,13.97,1.27,0.58,0.953,1.67,0.364,4.41,2.05,7.78,11902.049805
2015-08-24,2.521,14.17,1.26,0.57,0.963,1.73,0.36,4.43,2.01,7.89,10970.290039
2015-08-26,2.678,13.98,1.45,0.68,1.082,1.72,0.385,4.47,2.18,7.79,9899.719727
2015-08-27,2.728,13.94,1.45,0.71,1.1,1.83,0.4,4.48,2.18,7.77,10254.349609
2015-08-28,2.755,13.87,1.44,0.72,1.077,1.84,0.396,4.45,2.19,7.78,10800.0
2015-09-01,2.664,14.56,1.43,0.79,1.16,1.88,0.381,4.38,2.17,7.75,10162.519531
2015-09-02,2.715,14.8,1.45,0.77,1.145,1.85,0.386,4.33,2.2,7.75,10054.799805
2015-09-08,2.692,14.98,1.48,0.68,1.028,1.78,0.355,4.35,2.2,7.77,10320.230469
2015-09-09,2.764,14.97,1.49,0.69,1.031,1.79,0.359,4.34,2.21,7.77,10620.129883
2015-09-10,2.736,15.38,1.49,0.68,1.007,1.77,0.349,4.32,2.23,7.77,10424.650391
2015-09-11,2.762,15.31,1.47,0.68,0.989,1.78,0.344,4.32,2.2,7.77,10463.69043
2015-09-14,2.72,15.2,1.45,0.65,0.991,1.71,0.355,4.32,2.18,7.76,9778.230469
2015-09-15,2.707,15.15,1.56,0.67,1.061,1.69,0.37,4.32,2.28,7.76,9290.80957
2015-09-18,2.799,15.89,1.46,0.69,0.967,1.68,0.331,4.31,2.13,7.7,9850.769531
2015-09-28,2.718,16.06,1.44,0.62,0.927,1.71,0.348,4.41,2.1,7.73,10115.549805
2015-09-29,2.615,16.08,1.43,0.6,0.917,1.6,0.334,4.53,2.05,7.61,9949.919922
2015-09-30,2.635,15.47,1.45,0.6,0.902,1.59,0.348,4.43,2.06,7.54,9988.25
2015-10-08,2.654,15.39,1.51,0.57,0.878,1.6,0.331,4.31,2.12,7.54,10394.730469
2015-10-09,2.742,15.68,1.52,0.6,0.907,1.62,0.326,4.3,2.12,7.55,10540.19043
2015-10-13,2.694,15.99,1.44,0.56,0.877,1.58,0.322,4.3,2.06,7.56,11042.129883
2015-10-15,2.594,15.77,1.44,0.54,0.846,1.46,0.323,4.3,2.04,7.55,11229.379883
2015-10-16,2.63,15.81,1.46,0.54,0.835,1.5,0.323,4.29,2.04,7.56,11374.830078
2015-10-19,2.631,15.84,1.46,0.56,0.851,1.54,0.329,4.31,2.04,7.57,11391.009766
2015-10-20,2.651,15.8,1.54,0.57,1.008,1.52,0.319,4.32,2.08,7.58,11597.080078
2015-10-21,2.692,15.79,1.46,0.6,0.934,1.52,0.324,4.32,2.04,7.58,10915.990234
2015-10-23,2.645,15.95,1.5,0.51,0.85,1.52,0.309,4.32,2.09,7.59,11603.459961
2015-10-26,2.694,15.9,1.44,0.5,0.846,1.52,0.32,4.31,2.07,7.61,11687.769531
2015-10-27,2.665,15.71,1.42,0.49,0.794,1.48,0.309,4.32,2.05,7.6,11758.410156
2015-10-28,2.609,15.83,1.47,0.44,0.787,1.46,0.3,4.32,2.1,7.59,11494.349609
2015-10-29,2.615,15.91,1.55,0.45,0.878,1.5,0.3,4.32,2.19,7.63,11566.660156
2015-10-30,2.644,15.89,1.54,0.51,0.87,1.58,0.306,4.32,2.16,7.64,11546.049805
2015-11-04,2.765,15.57,1.63,0.56,0.962,1.64,0.322,4.34,2.25,7.65,11884.900391
2015-11-05,2.818,15.53,1.65,0.59,0.951,1.64,0.321,4.34,2.26,7.68,11939.80957
2015-11-06,2.822,15.68,1.72,0.6,1.024,1.64,0.327,4.33,2.34,7.69,12273.349609
2015-11-09,2.936,15.63,1.72,0.71,0.996,1.78,0.343,4.36,2.36,7.73,12453.240234
2015-11-13,2.99,15.53,1.65,0.57,0.879,1.75,0.314,4.41,2.28,7.65,12402.040039
2015-11-16,2.93,15.49,1.65,0.56,0.855,1.68,0.314,4.41,2.27,7.65,12620.379883
2015-11-17,2.951,15.51,1.66,0.53,0.858,1.68,0.309,4.43,2.25,7.67,12511.549805
2015-11-18,2.926,15.45,1.65,0.5,0.826,1.69,0.309,4.45,2.27,7.68,12283.759766
2015-11-19,2.952,15.26,1.62,0.49,0.811,1.67,0.309,4.45,2.24,7.67,12609.839844
2015-11-20,2.937,15.2,1.62,0.49,0.815,1.64,0.325,4.45,2.26,7.7,12702.030273
2015-11-24,2.954,15.22,1.61,0.5,0.845,1.64,0.33,4.44,2.24,7.7,12694.860352
2015-11-27,2.879,15.76,1.56,0.46,0.77,1.6,0.316,4.42,2.22,7.77,11961.700195
2015-11-30,2.895,15.82,1.57,0.47,0.794,1.6,0.317,4.42,2.21,7.79,12037.860352
2015-12-01,2.876,15.76,1.5,0.49,0.79,1.57,0.315,4.42,2.15,7.72,12081.169922
2015-12-02,2.836,15.6,1.51,0.45,0.786,1.51,0.315,4.42,2.18,7.74,12186.269531
2015-12-03,2.877,15.68,1.62,0.48,0.995,1.53,0.311,4.42,2.33,7.71,12447.379883
2015-12-04,2.987,15.58,1.57,0.66,1.01,1.61,0.323,4.42,2.28,7.76,12329.179688
2015-12-07,2.988,15.57,1.51,0.64,0.9,1.6,0.323,4.42,2.23,7.75,12443.049805
2015-12-09,2.856,15.51,1.49,0.57,0.922,1.57,0.303,4.44,2.22,7.78,12179.830078
2015-12-10,2.887,15.72,1.48,0.6,0.887,1.57,0.303,4.5,2.24,7.78,12181.030273
2015-12-11,2.89,15.88,1.41,0.56,0.865,1.57,0.308,4.53,2.13,7.77,12134.019531
2015-12-14,2.857,15.95,1.47,0.56,0.904,1.57,0.295,4.56,2.23,7.82,12400.589844
2015-12-15,2.858,15.95,1.49,0.64,0.988,1.57,0.29,4.56,2.28,7.79,12495.25
2015-12-16,2.902,16.15,1.51,0.64,1.017,1.6,0.295,4.55,2.3,7.73,12511.030273
2015-12-17,2.88,15.94,1.43,0.6,0.941,1.59,0.295,4.54,2.24,7.71,12825.480469
2015-12-18,2.795,16.15,1.39,0.57,0.892,1.55,0.265,4.53,2.19,7.73,12830.25
2015-12-21,2.79,16.38,1.38,0.56,0.896,1.53,0.271,4.53,2.2,7.77,13028.30957
2015-12-22,2.767,16.4,1.41,0.57,0.955,1.51,0.271,4.53,2.24,7.76,13139.129883
2015-12-29,2.725,16.41,1.4,0.59,0.997,1.55,0.267,4.53,2.32,7.76,12806.160156
2015-12-30,2.781,16.49,1.4,0.64,0.995,1.6,0.267,4.52,2.31,7.75,12889.830078
2016-01-04,2.794,16.41,1.39,0.58,0.938,1.55,0.264,4.53,2.24,7.72,11626.040039
2016-01-05,2.785,16.05,1.38,0.56,0.92,1.57,0.259,4.53,2.25,7.74,11468.05957
2016-01-06,2.746,15.93,1.33,0.51,0.883,1.55,0.253,4.54,2.18,7.74,11724.879883
2016-01-07,2.694,16.11,1.32,0.5,0.922,1.51,0.245,4.55,2.16,7.74,10760.269531
2016-01-08,2.758,16.19,1.29,0.53,0.877,1.59,0.23,4.54,2.13,7.74,10888.910156
2016-01-12,2.769,16.19,1.27,0.57,0.914,1.55,0.221,4.54,2.12,7.76,10293.700195
2016-01-13,2.744,16.09,1.22,0.59,0.891,1.5,0.21,4.54,2.08,7.77,9978.820313
2016-01-14,2.665,16.25,1.22,0.54,0.903,1.47,0.231,4.55,2.1,7.79,10344.94043
2016-01-15,2.677,16.35,1.14,0.55,0.865,1.5,0.221,4.53,2.03,7.81,9997.919922
2016-01-19,2.697,16.45,1.18,0.55,0.869,1.51,0.216,4.46,2.06,7.78,10501.790039
2016-01-20,2.643,16.63,1.16,0.48,0.831,1.74,0.216,4.44,2.01,7.75,10366.849609
2016-01-21,2.677,16.62,1.25,0.48,0.775,1.83,0.227,4.37,2.02,7.75,9975.969727
2016-01-22,2.717,16.7,1.31,0.48,0.803,1.72,0.237,4.2,2.07,7.78,10111.570313
2016-01-27,2.661,16.52,1.24,0.43,0.754,1.65,0.218,4.17,2.02,7.79,9422.429688
2016-01-28,2.675,16.3,1.24,0.43,0.734,1.7,0.229,4.16,2.0,7.81,9082.589844
2016-01-29,2.62,16.0,1.22,0.36,0.649,1.66,0.104,4.14,1.94,7.78,9418.200195
2016-02-02,2.606,15.95,1.11,0.32,0.651,1.62,0.085,4.16,1.87,7.85,9610.929688
2016-02-03,2.508,15.85,1.15,0.3,0.611,1.73,0.067,4.19,1.88,7.85,9638.870117
2016-02-04,2.558,16.04,1.16,0.31,0.636,1.66,0.064,4.18,1.87,7.84,9793.070313
2016-02-05,2.533,16.1,1.13,0.3,0.633,1.63,0.036,4.19,1.86,7.82,9673.480469
2016-02-16,2.512,16.09,1.16,0.25,0.65,1.48,0.052,4.15,1.78,7.78,10045.370117
2016-02-17,2.473,15.91,1.17,0.25,0.647,1.45,0.058,4.15,1.81,7.79,10161.769531
2016-02-18,2.527,15.89,1.11,0.25,0.576,1.49,0.027,4.15,1.75,7.74,10116.400391
2016-02-22,2.443,15.52,1.12,0.2,0.528,1.43,0.006,4.14,1.77,7.77,10370.990234
2016-02-23,2.408,15.63,1.14,0.18,0.542,1.42,0.006,4.15,1.74,7.82,10299.669922
2016-02-24,2.389,15.61,1.15,0.14,0.517,1.38,-0.046,4.16,1.75,7.83,10307.629883
2016-02-25,2.389,15.85,1.13,0.15,0.51,1.35,-0.056,4.15,1.71,7.86,9551.080078
2016-02-26,2.375,15.98,1.19,0.15,0.505,1.33,-0.055,4.15,1.76,7.78,9573.700195
2016-02-29,2.389,15.94,1.18,0.11,0.472,1.34,-0.055,4.14,1.74,7.62,9097.360352
2016-03-01,2.344,15.7,1.23,0.13,0.511,1.3,-0.049,4.14,1.83,7.6,9322.0
2016-03-02,2.449,15.51,1.25,0.2,0.568,1.35,-0.044,4.13,1.84,7.62,9766.370117
2016-03-03,2.548,15.18,1.22,0.2,0.532,1.42,-0.023,4.12,1.83,7.66,9762.009766
2016-03-04,2.543,14.66,1.25,0.19,0.585,1.37,-0.042,4.12,1.88,7.63,9536.709961
2016-03-08,2.548,14.93,1.18,0.17,0.495,1.34,-0.103,4.12,1.83,7.64,9732.730469
2016-03-09,2.547,14.57,1.26,0.2,0.541,1.29,-0.022,4.12,1.9,7.65,9523.139648
2016-03-10,2.583,14.53,1.3,0.22,0.587,1.3,-0.025,4.11,1.93,7.64,9390.349609
2016-03-11,2.672,14.34,1.36,0.27,0.542,1.37,-0.016,4.12,1.98,7.63,9363.410156
2016-03-14,2.685,14.32,1.35,0.25,0.543,1.4,-0.049,4.13,1.97,7.6,9665.129883
2016-03-15,2.662,14.71,1.33,0.27,0.588,1.38,-0.025,4.13,1.97,7.58,9574.19043
2016-03-16,2.627,14.67,1.31,0.3,0.563,1.37,-0.054,4.13,1.94,7.57,9469.030273
2016-03-17,2.548,14.09,1.29,0.25,0.49,1.37,-0.054,4.12,1.91,7.51,9791.849609
2016-03-18,2.543,14.07,1.29,0.21,0.481,1.25,-0.101,4.11,1.88,7.52,10126.589844
2016-03-22,2.595,13.71,1.31,0.2,0.475,1.29,-0.1,4.12,1.94,7.5,10344.080078
2016-03-23,2.644,14.04,1.24,0.23,0.471,1.37,-0.111,4.09,1.88,7.51,10442.379883
2016-03-29,2.569,13.63,1.18,0.15,0.404,1.41,-0.089,4.07,1.81,7.51,10094.709961
2016-03-30,2.49,13.67,1.22,0.14,0.417,1.33,-0.094,4.06,1.83,7.5,10445.69043
2016-03-31,2.481,14.0,1.23,0.14,0.412,1.28,-0.049,4.05,1.78,7.46,10455.370117
2016-04-05,2.447,14.05,1.16,0.09,0.452,1.21,-0.068,4.05,1.73,7.46,10640.269531
2016-04-06,2.429,14.22,1.2,0.12,0.456,1.27,-0.063,4.04,1.76,7.46,10683.860352
